OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
GAOFEN-3,2016-049A,2026-05-26T23:49:58.244736,14.42211276,.00009601,98.4019,155.0992,95.1626,264.9673,0,U,41727,999,51559,-.47041606E-4,-.198E-5,0
SKYSAT-C4,2016-058B,2026-05-26T14:46:26.538816,15.47820108,.0001843,96.9188,169.3010,67.3404,292.8042,0,U,41771,999,54213,.31154836E-3,.16107E-3,0
SKYSAT-C5,2016-058C,2026-05-26T15:31:40.881216,15.34111363,.00035372,97.0489,188.2517,42.6099,317.5418,0,U,41772,999,54044,.23479994E-3,.7678E-4,0
SKYSAT-C2,2016-058D,2026-05-26T23:19:19.663104,15.41517861,.0005147,97.0182,169.8724,116.0973,244.0805,0,U,41773,999,54178,.30464776E-3,.1271E-3,0
SKYSAT-C3,2016-058E,2026-05-26T14:37:14.207808,15.51514092,.00025719,96.9036,178.2992,82.6177,277.5369,0,U,41774,999,54276,.34933231E-3,.20591E-3,0
ALSAT-1B,2016-059C,2026-05-26T23:13:14.913408,14.72254955,.00079981,97.7757,156.6478,300.4083,59.6334,0,U,41785,999,51745,.37504586E-4,.19E-5,0
PATHFINDER 1,2016-059E,2026-05-26T22:24:02.635776,14.67634087,.00269311,97.8166,147.1694,274.3968,85.4161,0,U,41787,999,51659,.11632674E-3,.618E-5,0
SCATSAT 1,2016-059H,2026-05-26T18:34:50.163744,14.79473337,.00536537,98.1200,210.3188,318.1821,41.5296,0,U,41790,999,9842,.13960383E-3,.101E-4,0
GOKTURK 1A,2016-073A,2026-05-26T23:19:38.848224,14.62757065,.00014425,98.1275,41.9764,79.3340,280.8025,0,U,41875,999,50572,.13650265E-3,.649E-5,0
RESOURCESAT-2A,2016-074A,2026-05-26T22:56:47.563584,14.21608784,.00031055,98.7529,220.6333,125.1425,235.0044,0,U,41877,999,49128,.80880374E-4,.133E-5,0
CARTOSAT-2D,2017-008A,2026-05-26T22:49:01.754400,15.19308355,.00034486,97.4125,206.6508,327.2806,32.8214,0,U,41948,999,51435,.18339818E-3,.3804E-4,0
SENTINEL-2B,2017-013A,2026-05-26T22:46:08.501664,14.30821527,.0001239,98.5693,222.0223,90.5774,269.5551,0,U,42063,999,48160,.30924948E-4,.37E-6,0
CARTOSAT-2E,2017-036C,2026-05-26T21:39:29.344608,15.19287001,.00035212,97.4288,207.0536,40.3389,319.8106,0,U,42767,999,49491,.21822308E-3,.4537E-4,0
FORMOSAT-5,2017-049A,2026-05-26T21:08:45.604896,14.50888959,.00122138,98.2254,222.6637,143.7457,216.4568,0,U,42920,999,46358,.55967637E-4,.177E-5,0
SENTINEL-5P,2017-064A,2026-05-26T20:16:12.935424,14.19514809,.00010531,98.7920,89.1288,78.1121,282.0173,0,U,42969,999,44653,.41740546E-4,.44E-6,0
SKYSAT-C11,2017-068A,2026-05-26T09:40:13.955520,15.56632302,.00015673,97.4323,294.3098,103.2587,256.8842,0,U,42987,999,47985,.39991388E-3,.28422E-3,0
SKYSAT-C10,2017-068B,2026-05-26T20:06:00.304128,15.34213504,.00015383,97.4472,283.4872,93.5110,266.6309,0,U,42988,999,47908,.30347179E-3,.9972E-4,0
