OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
GSAT0210 (GALILEO 13),2016-030B,2026-05-26T22:28:49.518336,1.70474086,.00030289,55.0999,222.2775,226.2727,133.7635,0,U,41550,999,6230,0,.3E-7,0
INSAT-3DR,2016-054A,2026-05-26T22:52:25.091616,1.00272643,.00106289,0.1208,87.3507,190.6160,23.6688,0,U,41752,999,3560,0,-.73E-6,0
GSAT0207 (GALILEO 15),2016-069A,2026-05-24T20:50:42.830592,1.70473749,.00057051,55.4851,101.7309,323.8693,36.0515,0,U,41859,999,5900,0,.13E-6,0
GSAT0212 (GALILEO 16),2016-069B,2026-05-25T21:29:02.802912,1.70473945,.00047282,55.4835,101.6975,350.0840,9.8628,0,U,41860,999,5927,0,.7E-7,0
GSAT0213 (GALILEO 17),2016-069C,2026-05-26T06:17:55.723200,1.70474352,.0005448,55.4859,101.6954,309.0096,50.8967,0,U,41861,999,5914,0,.4E-7,0
GSAT0214 (GALILEO 18),2016-069D,2026-05-25T05:39:03.431232,1.70474028,.00045835,55.4839,101.7164,315.0152,44.9060,0,U,41862,999,5925,0,.11E-6,0
GOES 16,2016-071A,2026-05-26T22:01:20.964000,1.00272972,.00007918,0.2885,85.7172,283.5573,100.8859,0,U,41866,999,3489,0,-.87E-6,0
GSAT-17,2017-040B,2026-05-26T22:57:54.565920,1.00271420,.00023061,0.0745,91.4156,223.3605,7.7093,0,U,42815,999,3257,0,-.253E-5,0
GSAT0215 (GALILEO 19),2017-079A,2026-05-25T03:20:00.137472,1.70474628,.00033237,55.0795,222.1411,263.2184,96.7978,0,U,43055,999,5259,0,-.9E-7,0
GSAT0216 (GALILEO 20),2017-079B,2026-05-26T14:28:38.622720,1.70474951,.00030393,55.0798,222.1009,278.5096,81.5157,0,U,43056,999,5263,0,.1E-7,0
GSAT0217 (GALILEO 21),2017-079C,2026-05-25T15:37:12.922464,1.70474713,.0004284,55.0798,222.1248,286.0013,74.0070,0,U,43057,999,5260,0,-.6E-7,0
GSAT0218 (GALILEO 22),2017-079D,2026-05-25T20:54:06.992928,1.70474864,.00041426,55.0777,222.1164,273.6717,86.3372,0,U,43058,999,5263,0,-.5E-7,0
GOES 17,2018-022A,2026-05-26T22:05:43.044576,1.00271693,.00006683,0.8860,86.0134,345.9080,54.5049,0,U,43226,999,3021,0,-.178E-5,0
GSAT0221 (GALILEO 25),2018-060A,2026-05-26T08:40:25.159584,1.70475986,.00030122,57.1759,342.3693,315.1043,44.8931,0,U,43564,999,4879,0,-.9E-6,0
