OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
H-2A R/B,2012-025E,2026-05-26T21:10:48.571104,14.95583801,.00455713,98.4816,120.2763,58.0018,302.5617,0,U,38341,999,75990,.33151495E-3,.3686E-4,0
SHIJIAN-16 (SJ-16),2013-057A,2026-05-26T22:11:10.223232,14.92550415,.00169678,74.9739,36.9535,279.5125,80.4146,0,U,39358,999,68317,.17723031E-3,.1797E-4,0
SL-4 R/B,2014-021B,2026-05-26T17:42:23.455872,15.41404287,.00920517,51.6068,315.8133,28.1611,332.4309,0,U,39679,999,66830,.26109823E-3,.12471E-3,0
ALOS-2,2014-029A,2026-05-26T21:39:31.836384,14.79468556,.00015826,97.9224,244.3718,91.3309,268.8084,0,U,39766,999,64843,.12313221E-3,.868E-5,0
YAOGAN-29,2015-069A,2026-05-26T23:49:29.343072,14.83065011,.00030417,98.0045,175.5917,89.6595,270.4967,0,U,41038,999,56748,.51013834E-4,.361E-5,0
ASTRO-H (HITOMI),2016-012A,2026-05-26T13:22:44.466240,15.10409379,.00095249,30.9983,213.8715,35.5944,324.5328,0,U,41337,999,56401,.12052963E-3,.2126E-4,0
HXMT (HUIYAN),2017-034A,2026-05-26T19:41:49.324128,15.18255339,.00313762,43.0144,301.9993,7.1963,352.9330,0,U,42758,999,49441,.28217336E-3,.5719E-4,0
SAOCOM 1A,2018-076A,2026-05-26T22:30:24.003648,14.82156099,.00014951,97.8889,333.9955,82.1235,278.0148,0,U,43641,999,41295,.8982902E-4,.663E-5,0
H-2A R/B,2018-084L,2026-05-26T14:55:53.269248,15.44223597,.00248049,98.8615,20.8138,111.5678,248.8212,0,U,43682,999,41779,.41420882E-3,.19147E-3,0
SAOCOM 1B,2020-059A,2026-05-26T23:15:22.857984,14.82152570,.00015092,97.8893,333.1206,82.0613,278.0771,0,U,46265,999,31034,.64898594E-4,.464E-5,0
